0	0.5
0.003125	0.49039264
0.00625	0.461939766
0.009375	0.415734806
0.0125	0.353553391
0.015625	0.277785117
0.01875	0.191341716
0.021875	0.097545161
0.025	1.41651E-16
0.028125	-0.097545161
0.03125	-0.191341716
0.034375	-0.277785117
0.0375	-0.353553391
0.040625	-0.415734806
0.04375	-0.461939766
0.046875	-0.49039264
0.05	-0.5
0.053125	-0.49039264
0.05625	-0.461939766
0.059375	-0.415734806
0.0625	-0.353553391
0.065625	-0.277785117
0.06875	-0.191341716
0.071875	-0.097545161
0.075	7.96292E-16
0.078125	0.097545161
0.08125	0.191341716
0.084375	0.277785117
0.0875	0.353553391
0.090625	0.415734806
0.09375	0.461939766
0.096875	0.49039264
0.1	0.5
0.103125	0.49039264
0.10625	0.461939766
0.109375	0.415734806
0.1125	0.353553391
0.115625	0.277785117
0.11875	0.191341716
0.121875	0.097545161
0.125	-1.62321E-15
0.128125	-0.097545161
0.13125	-0.191341716
0.134375	-0.277785117
0.1375	-0.353553391
0.140625	-0.415734806
0.14375	-0.461939766
0.146875	-0.49039264
0.15	-0.5
0.153125	-0.49039264
0.15625	-0.461939766
0.159375	-0.415734806
0.1625	-0.353553391
0.165625	-0.277785117
0.16875	-0.191341716
0.171875	-0.097545161
0.175	-3.76711E-15
0.178125	0.097545161
0.18125	0.191341716
0.184375	0.277785117
0.1875	0.353553391
0.190625	0.415734806
0.19375	0.461939766
0.196875	0.49039264
0.2	0.5
0.203125	0.49039264
0.20625	0.461939766
0.209375	0.415734806
0.2125	0.353553391
0.215625	0.277785117
0.21875	0.191341716
0.221875	0.097545161
0.225	1.00456E-14
0.228125	-0.097545161
0.23125	-0.191341716
0.234375	-0.277785117
0.2375	-0.353553391
0.240625	-0.415734806
0.24375	-0.461939766
0.246875	-0.49039264
0.25	-0.5
0.253125	-0.49039264
0.25625	-0.461939766
0.259375	-0.415734806
0.2625	-0.353553391
0.265625	-0.277785117
0.26875	-0.191341716
0.271875	-0.097545161
0.275	-1.54359E-14
0.278125	0.097545161
0.28125	0.191341716
0.284375	0.277785117
0.2875	0.353553391
0.290625	0.415734806
0.29375	0.461939766
0.296875	0.49039264
0.3	0.5
0.303125	0.49039264
0.30625	0.461939766
0.309375	0.415734806
0.3125	0.353553391
0.315625	0.277785117
