0	0
0.01	0.031410759
0.02	0.06279052
0.03	0.094108313
0.04	0.125333234
0.05	0.156434465
0.06	0.187381315
0.07	0.218143241
0.08	0.248689887
0.09	0.278991106
0.1	0.309016994
0.11	0.33873792
0.12	0.368124553
0.13	0.397147891
0.14	0.425779292
0.15	0.4539905
0.16	0.481753674
0.17	0.509041416
0.18	0.535826795
0.19	0.562083378
0.2	0.587785252
0.21	0.612907054
0.22	0.63742399
0.23	0.661311865
0.24	0.684547106
0.25	0.707106781
0.26	0.728968627
0.27	0.75011107
0.28	0.770513243
0.29	0.790155012
0.3	0.809016994
0.31	0.827080574
0.32	0.844327926
0.33	0.860742027
0.34	0.87630668
0.35	0.891006524
0.36	0.904827052
0.37	0.917754626
0.38	0.929776486
0.39	0.940880769
0.4	0.951056516
0.41	0.960293686
0.42	0.968583161
0.43	0.975916762
0.44	0.982287251
0.45	0.987688341
0.46	0.992114701
0.47	0.995561965
0.48	0.998026728
0.49	0.99950656
0.5	1
0.51	0.99950656
0.52	0.998026728
0.53	0.995561965
0.54	0.992114701
0.55	0.987688341
0.56	0.982287251
0.57	0.975916762
0.58	0.968583161
0.59	0.960293686
0.6	0.951056516
0.61	0.940880769
0.62	0.929776486
0.63	0.917754626
0.64	0.904827052
0.65	0.891006524
0.66	0.87630668
0.67	0.860742027
0.68	0.844327926
0.69	0.827080574
0.7	0.809016994
0.71	0.790155012
0.72	0.770513243
0.73	0.75011107
0.74	0.728968627
0.75	0.707106781
0.76	0.684547106
0.77	0.661311865
0.78	0.63742399
0.79	0.612907054
0.8	0.587785252
0.81	0.562083378
0.82	0.535826795
0.83	0.509041416
0.84	0.481753674
0.85	0.4539905
0.86	0.425779292
0.87	0.397147891
0.88	0.368124553
0.89	0.33873792
0.9	0.309016994
0.91	0.278991106
0.92	0.248689887
0.93	0.218143241
0.94	0.187381315
0.95	0.156434465
0.96	0.125333234
0.97	0.094108313
0.98	0.06279052
0.99	0.031410759
1	1.22515E-16
