0	0
0.0025	0.156461353
0.005	0.309120567
0.0075	0.454208839
0.01	0.5881377
0.0125	0.707588078
0.015	0.809592984
0.0175	0.89161174
0.02	0.951593897
0.0225	0.988031201
0.025	0.999996287
0.0275	0.987167083
0.03	0.949836272
0.0325	0.888905511
0.035	0.805864496
0.0375	0.702755339
0.04	0.582123087
0.0425	0.446953555
0.045	0.300599987
0.0475	0.14670032
0.05	-0.010912914
0.0525	-0.168307823
0.055	-0.321551176
0.0575	-0.466806755
0.06	-0.600431595
0.0625	-0.719067675
0.065	-0.819726759
0.0675	-0.899866229
0.07	-0.957453964
0.0725	-0.991020607
0.075	-0.999697854
0.0775	-0.983241739
0.08	-0.942040289
0.0825	-0.877105282
0.085	-0.790048262
0.0875	-0.683041355
0.09	-0.558763818
0.0925	-0.420335613
0.095	-0.271239639
0.0975	-0.115234544
0.1	0.043739714
0.1025	0.201661189
0.105	0.354527656
0.1075	0.498458143
0.11	0.629791689
0.1125	0.74518084
0.115	0.841677454
0.1175	0.916808634
0.12	0.968640791
0.1225	0.995830188
0.125	0.9976586
0.1275	0.974053143
0.13	0.925589696
0.1325	0.853479768
0.135	0.759541087
0.1375	0.64615259
0.14	0.516194921
0.1425	0.372977891
0.145	0.220156724
0.1475	0.061639178
0.15	-0.098514097
0.1525	-0.256193442
0.155	-0.407345646
0.1575	-0.548078294
0.16	-0.674760288
0.1625	-0.784115963
0.165	-0.873310339
0.1675	-0.940023268
0.17	-0.982510539
0.1725	-0.999650303
0.175	-0.990973557
0.1775	-0.956677849
0.18	-0.897623788
0.1825	-0.815314364
0.185	-0.711857569
0.1875	-0.589913221
0.19	-0.452625297
0.1925	-0.303541493
0.195	-0.146522044
0.1975	0.014359869
0.2	0.174923552
0.2025	0.330989373
0.205	0.478487633
0.2075	0.613564918
0.21	0.732685141
0.2125	0.832722612
0.215	0.911044675
0.2175	0.96558172
0.22	0.994882682
0.2225	0.99815452
0.225	0.975284579
0.2275	0.926845197
0.23	0.854080347
0.2325	0.758874612
0.235	0.643705238
0.2375	0.511578453
0.24	0.365951681
0.2425	0.210643632
0.245	0.049734594
0.2475	-0.112540472
0.25	-0.27190326
0.2525	-0.424144933
0.255	-0.565237449
0.2575	-0.691440465
0.26	-0.799400956
0.2625	-0.886242897
0.265	-0.949644588
0.2675	-0.987901531
0.27	-0.999973126
0.2725	-0.985511899
0.275	-0.944874409
0.2775	-0.879113474
0.28	-0.789951857
0.2825	-0.679738045
0.285	-0.55138521
0.2875	-0.40829495
0.29	-0.254267748
0.2925	-0.093402518
0.295	0.070012138
0.2975	0.231612078
0.3	0.387074146
0.3025	0.532231966
0.305	0.663187887
0.3075	0.776418093
0.31	0.868867997
0.3125	0.938035352
0.315	0.98203878
0.3175	0.999669836
0.32	0.990427127
0.3225	0.954531523
0.325	0.892921953
0.3275	0.807231844
0.33	0.699746759
0.3325	0.573344299
0.335	0.431417833
0.3375	0.277786057
0.34	0.116590764
0.3425	-0.047814446
0.345	-0.210981538
0.3475	-0.368488336
0.35	-0.516058493
0.3525	-0.649677881
0.355	-0.765704214
0.3575	-0.860966915
0.36	-0.932854471
0.3625	-0.979386836
0.365	-0.999270875
0.3675	-0.99193726
0.37	-0.957557748
0.3725	-0.897042283
0.375	-0.812015945
0.3775	-0.704776277
0.38	-0.578232096
0.3825	-0.435825394
0.385	-0.281438383
0.3875	-0.119288203
0.39	0.046187888
0.3925	0.210453721
0.395	0.368998513
0.3975	0.517460857
0.4	0.651748991
0.4025	0.768154019
0.405	0.863452947
0.4075	0.934998652
0.41	0.980794256
0.4125	0.999549782
0.415	0.990719489
0.4175	0.954518741
0.42	0.891919898
0.4225	0.804627252
0.425	0.695031617
0.4275	0.566145758
0.43	0.421522378
0.4325	0.265156874
0.435	0.101377493
0.4375	-0.065274098
0.44	-0.230168544
0.4425	-0.388717367
0.445	-0.536500798
0.4475	-0.669391298
0.45	-0.783669326
0.4525	-0.87612808
0.455	-0.944164254
0.4575	-0.985852217
0.46	-0.999999482
0.4625	-0.986181833
0.465	-0.944757063
0.4675	-0.876856843
0.47	-0.784356877
0.4725	-0.669826086
0.475	-0.536456186
0.4775	-0.38797354
0.48	-0.228535716
0.4825	-0.06261559
0.485	0.105123785
0.4875	0.269960064
0.49	0.427244561
0.4925	0.572533548
0.495	0.701714173
0.4975	0.811121423
0.5	0.897642795
0.5025	0.958807665
0.505	0.992858768
0.5075	0.998803694
0.51	0.976444863
0.5125	0.926387058
0.515	0.850022201
0.5175	0.749491726
0.52	0.627627531
0.5225	0.487873116
0.525	0.334187057
0.5275	0.170931518
0.53	0.002748908
0.5325	-0.165569832
0.535	-0.329221602
0.5375	-0.483528275
0.54	-0.624070698
0.5425	-0.74681569
0.545	-0.848232402
0.5475	-0.925394642
0.55	-0.976066199
0.5525	-0.998766638
0.555	-0.992815615
0.5575	-0.95835435
0.56	-0.896343558
0.5625	-0.808537806
0.565	-0.697436945
0.5675	-0.566215926
0.57	-0.418634946
0.5725	-0.258932435
0.575	-0.091703911
0.5775	0.078229858
0.58	0.245961608
0.5825	0.406639268
0.585	0.55560649
0.5875	0.688537958
0.59	0.801565511
0.5925	0.891391417
0.595	0.955385438
0.5975	0.99166282
0.6	0.999140856
0.6025	0.977572314
0.605	0.927554652
0.6075	0.850514662
0.61	0.748668912
0.6125	0.624961023
0.615	0.48297755
0.6175	0.326844815
0.62	0.161109655
0.6225	-0.009392497
0.625	-0.179678388
0.6275	-0.34476249
0.63	-0.499803055
0.6325	-0.640244426
0.635	-0.761951375
0.6375	-0.861331539
0.64	-0.935442266
0.6425	-0.982078706
0.645	-0.999840463
0.6475	-0.988174767
0.65	-0.947394817
0.6525	-0.878672634
0.655	-0.784006575
0.6575	-0.666164326
0.66	-0.52860301
0.6625	-0.375368646
0.665	-0.210977885
0.6675	-0.040285436
0.67	0.131658929
0.6725	0.299759605
0.675	0.459026202
0.6775	0.604721947
0.68	0.732505003
0.6825	0.8385585
0.685	0.919705342
0.6875	0.973504336
0.69	0.998324688
0.6925	0.993396578
0.695	0.95883621
0.6975	0.895644484
0.7	0.80567924
0.7025	0.691601803
0.705	0.556799312
0.7075	0.4052851
0.71	0.241579987
0.7125	0.070578004
0.715	-0.102599504
0.7175	-0.272757044
0.72	-0.434780859
0.7225	-0.583792824
0.725	-0.715297746
0.7275	-0.825319592
0.73	-0.910522499
0.7325	-0.968312872
0.735	-0.996919406
0.7375	-0.995448539
0.74	-0.963913561
0.7425	-0.903236414
0.745	-0.815221998
0.7475	-0.702505691
0.75	-0.568475532
0.7525	-0.417171366
0.755	-0.253163892
0.7575	-0.081417232
0.76	0.09286088
0.7625	0.264376785
0.765	0.427911683
0.7675	0.578480641
0.77	0.711484976
0.7725	0.822853338
0.775	0.909167152
0.7775	0.967766522
0.78	0.996833303
0.7825	0.995448695
0.785	0.963623525
0.7875	0.902300159
0.79	0.813325902
0.7925	0.699398574
0.795	0.563985841
0.7975	0.411220658
0.8	0.24577597
0.8025	0.072722415
0.805	-0.102626641
0.8075	-0.274878017
0.81	-0.438724603
0.8125	-0.589109106
0.815	-0.721380599
0.8175	-0.831439023
0.82	-0.915863126
0.8225	-0.97201782
0.825	-0.998137566
0.8275	-0.99338311
0.83	-0.95786971
0.8325	-0.892665877
0.835	-0.799762548
0.8375	-0.682013542
0.84	-0.543049037
0.8425	-0.387164657
0.845	-0.219189512
0.8475	-0.044337239
0.85	0.131955404
0.8525	0.304197389
0.855	0.467014499
0.8575	0.615317285
0.86	0.74446066
0.8625	0.850390107
0.865	0.929769872
0.8675	0.980089071
0.87	0.999742297
0.8725	0.988082114
0.875	0.945441664
0.8775	0.873126599
0.88	0.773376434
0.8825	0.649296453
0.885	0.504762174
0.8875	0.344299291
0.89	0.172942763
0.8925	-0.003920575
0.895	-0.18072098
0.8975	-0.35188108
0.9	-0.511991921
0.9025	-0.65598426
0.905	-0.779289633
0.9075	-0.877986098
0.91	-0.948923952
0.9125	-0.98982738
0.915	-0.999368713
0.9175	-0.977212842
0.92	-0.924030254
0.9225	-0.841478172
0.925	-0.732150254
0.9275	-0.599496362
0.93	-0.447714808
0.9325	-0.281620436
0.935	-0.10649263
0.9375	0.072091966
0.94	0.248436738
0.9425	0.416906778
0.945	0.572109152
0.9475	0.709065988
0.95	0.823374815
0.9525	0.911350979
0.955	0.970147475
0.9575	0.997848299
0.96	0.993532201
0.9625	0.957304678
0.965	0.890297068
0.9675	0.794632647
0.97	0.673360686
0.9725	0.530360478
0.975	0.370218311
0.9775	0.198081261
0.98	0.019492418
0.9825	-0.159787183
0.985	-0.333964235
0.9875	-0.497400448
0.99	-0.644795413
0.9925	-0.77135908
0.995	-0.872968241
0.9975	-0.946301867
1	-0.988950831
1.0025	-0.999498355
1.005	-0.97756846
1.0075	-0.923840704
1.01	-0.840030628
1.0125	-0.728836387
1.015	-0.593853199
1.0175	-0.439458266
1.02	-0.270669821
1.0225	-0.092984794
1.025	0.087799666
1.0275	0.265775044
1.03	0.435114546
1.0325	0.590264109
1.035	0.726125072
1.0375	0.838222472
1.04	0.922853406
1.0425	0.977210493
1.045	0.999476294
1.0475	0.988885471
1.05	0.945752519
1.0525	0.871464019
1.055	0.768435545
1.0575	0.640034497
1.06	0.490471291
1.0625	0.324662369
1.065	0.14806945
1.0675	-0.033479744
1.07	-0.213983438
1.0725	-0.387464112
1.075	-0.548166618
1.0775	-0.690749551
1.08	-0.810463476
1.0825	-0.903310057
1.085	-0.966176727
1.0875	-0.99694232
1.09	-0.994550045
1.0925	-0.959045249
1.095	-0.89157657
1.0975	-0.794360312
1.1	-0.670609079
1.1025	-0.524426926
1.105	-0.3606744
1.1075	-0.184807857
1.11	-0.002698358
1.1125	0.179563893
1.115	0.35587306
1.1175	0.520312342
1.12	0.667352935
1.1225	0.792040588
1.125	0.890163435
1.1275	0.958395389
1.13	0.994410183
1.1325	0.996962102
1.135	0.965930567
1.1375	0.902326918
1.14	0.808263037
1.1425	0.686882715
1.145	0.542257944
1.1475	0.379253509
1.15	0.203364332
1.1525	0.020530985
1.155	-0.163060475
1.1575	-0.34118761
1.16	-0.507802599
1.1625	-0.657237954
1.165	-0.784399965
1.1675	-0.884943234
1.17	-0.955420304
1.1725	-0.993401179
1.175	-0.997558563
1.1775	-0.967715765
1.18	-0.904855515
1.1825	-0.811089222
1.185	-0.689587584
1.1875	-0.54447477
1.19	-0.380689659
1.1925	-0.203818766
1.195	-0.019906447
1.1975	0.16475116
1.2	0.343821486
1.2025	0.511152797
1.205	0.660985926
1.2075	0.78815317
1.21	0.888257462
1.2125	0.957825575
